,R_AdjustFact,E_AdjustFact,FCI_AdjustFact,NPV,IRR
431,1.6999999999999997,0.9,0.7,2120.19,0.3185
432,1.6999999999999997,0.9,0.7999999999999999,1993.94,0.2883
433,1.6999999999999997,0.9,0.8999999999999999,1867.7,0.2634
434,1.6999999999999997,0.9,0.9999999999999999,1741.45,0.2424
435,1.6999999999999997,0.9,1.0999999999999999,1615.21,0.2246
436,1.6999999999999997,0.9,1.1999999999999997,1488.97,0.2093
437,1.6999999999999997,0.9,1.2999999999999998,1362.72,0.1959
438,1.6999999999999997,0.9,1.4,1236.48,0.1841
439,1.6999999999999997,0.9,1.4999999999999998,1110.23,0.1736
440,1.6999999999999997,0.9,1.5999999999999996,983.99,0.1643
441,1.6999999999999997,0.9,1.6999999999999997,857.74,0.1559
442,1.6999999999999997,1.0,0.5,2324.02,0.3973
443,1.6999999999999997,1.0,0.6,2197.78,0.3506
444,1.6999999999999997,1.0,0.7,2071.53,0.3138
445,1.6999999999999997,1.0,0.7999999999999999,1945.29,0.2841
446,1.6999999999999997,1.0,0.8999999999999999,1819.04,0.2595
447,1.6999999999999997,1.0,0.9999999999999999,1692.8,0.2389
448,1.6999999999999997,1.0,1.0999999999999999,1566.55,0.2214
449,1.6999999999999997,1.0,1.1999999999999997,1440.31,0.2062
